game_id,slate_id,date,day_of_week,slate_type,games_on_date,home_team,away_team,home_league,away_league,interleague,neutral_site,doubleheader
2026-03-25_NYY@SF,S001_2026-03-25_SOLO,2026-03-25,Wednesday,single_game_slate,1,SF,NYY,NL,AL,True,False,False
2026-03-26_MIN@BAL,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,BAL,MIN,AL,AL,False,False,False
2026-03-26_WSH@CHC,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,CHC,WSH,NL,NL,False,False,False
2026-03-26_BOS@CIN,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,CIN,BOS,NL,AL,True,False,False
2026-03-26_LAA@HOU,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,HOU,LAA,AL,AL,False,False,False
2026-03-26_ARI@LAD,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,LAD,ARI,NL,NL,False,False,False
2026-03-26_CHW@MIL,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,MIL,CHW,NL,AL,True,False,False
2026-03-26_PIT@NYM,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,NYM,PIT,NL,NL,False,False,False
2026-03-26_TEX@PHI,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,PHI,TEX,NL,AL,True,False,False
2026-03-26_DET@SD,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,SD,DET,NL,AL,True,False,False
2026-03-26_CLE@SEA,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,SEA,CLE,AL,AL,False,False,False
2026-03-26_TB@STL,S002_2026-03-26_MAIN,2026-03-26,Thursday,main_slate,11,STL,TB,NL,AL,True,False,False
2026-03-27_KC@ATL,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,ATL,KC,NL,AL,True,False,False
2026-03-27_LAA@HOU,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,HOU,LAA,AL,AL,False,False,False
2026-03-27_ARI@LAD,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,LAD,ARI,NL,NL,False,False,False
2026-03-27_COL@MIA,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,MIA,COL,NL,NL,False,False,False
2026-03-27_DET@SD,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,SD,DET,NL,AL,True,False,False
2026-03-27_CLE@SEA,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,SEA,CLE,AL,AL,False,False,False
2026-03-27_NYY@SF,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,SF,NYY,NL,AL,True,False,False
2026-03-27_ATH@TOR,S003_2026-03-27_MAIN,2026-03-27,Friday,main_slate,8,TOR,ATH,AL,AL,False,False,False
2026-03-28_KC@ATL,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,ATL,KC,NL,AL,True,False,False
2026-03-28_MIN@BAL,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,BAL,MIN,AL,AL,False,False,False
2026-03-28_WSH@CHC,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,CHC,WSH,NL,NL,False,False,False
2026-03-28_BOS@CIN,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,CIN,BOS,NL,AL,True,False,False
2026-03-28_LAA@HOU,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,HOU,LAA,AL,AL,False,False,False
2026-03-28_ARI@LAD,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,LAD,ARI,NL,NL,False,False,False
2026-03-28_COL@MIA,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,MIA,COL,NL,NL,False,False,False
2026-03-28_CHW@MIL,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,MIL,CHW,NL,AL,True,False,False
2026-03-28_PIT@NYM,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,NYM,PIT,NL,NL,False,False,False
2026-03-28_TEX@PHI,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,PHI,TEX,NL,AL,True,False,False
2026-03-28_DET@SD,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,SD,DET,NL,AL,True,False,False
2026-03-28_CLE@SEA,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,SEA,CLE,AL,AL,False,False,False
2026-03-28_NYY@SF,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,SF,NYY,NL,AL,True,False,False
2026-03-28_TB@STL,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,STL,TB,NL,AL,True,False,False
2026-03-28_ATH@TOR,S004_2026-03-28_MAIN,2026-03-28,Saturday,main_slate,15,TOR,ATH,AL,AL,False,False,False
2026-03-29_KC@ATL,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,ATL,KC,NL,AL,True,False,False
2026-03-29_MIN@BAL,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,BAL,MIN,AL,AL,False,False,False
2026-03-29_WSH@CHC,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,CHC,WSH,NL,NL,False,False,False
2026-03-29_BOS@CIN,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,CIN,BOS,NL,AL,True,False,False
2026-03-29_LAA@HOU,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,HOU,LAA,AL,AL,False,False,False
2026-03-29_COL@MIA,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,MIA,COL,NL,NL,False,False,False
2026-03-29_CHW@MIL,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,MIL,CHW,NL,AL,True,False,False
2026-03-29_PIT@NYM,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,NYM,PIT,NL,NL,False,False,False
2026-03-29_TEX@PHI,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,PHI,TEX,NL,AL,True,False,False
2026-03-29_CLE@SEA,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,SEA,CLE,AL,AL,False,False,False
2026-03-29_TB@STL,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,STL,TB,NL,AL,True,False,False
2026-03-29_ATH@TOR,S005_2026-03-29_MAIN,2026-03-29,Sunday,main_slate,12,TOR,ATH,AL,AL,False,False,False
2026-03-30_DET@ARI,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,ARI,DET,NL,AL,True,False,False
2026-03-30_ATH@ATL,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,ATL,ATH,NL,AL,True,False,False
2026-03-30_TEX@BAL,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,BAL,TEX,AL,AL,False,False,False
2026-03-30_LAA@CHC,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,CHC,LAA,NL,AL,True,False,False
2026-03-30_PIT@CIN,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,CIN,PIT,NL,NL,False,False,False
2026-03-30_BOS@HOU,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,HOU,BOS,AL,AL,False,False,False
2026-03-30_MIN@KC,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,KC,MIN,AL,AL,False,False,False
2026-03-30_CLE@LAD,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,LAD,CLE,NL,AL,True,False,False
2026-03-30_CHW@MIA,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,MIA,CHW,NL,AL,True,False,False
2026-03-30_TB@MIL,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,MIL,TB,NL,AL,True,False,False
2026-03-30_WSH@PHI,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,PHI,WSH,NL,NL,False,False,False
2026-03-30_SF@SD,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,SD,SF,NL,NL,False,False,False
2026-03-30_NYY@SEA,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,SEA,NYY,AL,AL,False,False,False
2026-03-30_NYM@STL,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,STL,NYM,NL,NL,False,False,False
2026-03-30_COL@TOR,S006_2026-03-30_MAIN,2026-03-30,Monday,main_slate,15,TOR,COL,AL,NL,True,False,False
2026-03-31_DET@ARI,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,ARI,DET,NL,AL,True,False,False
2026-03-31_ATH@ATL,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,ATL,ATH,NL,AL,True,False,False
2026-03-31_TEX@BAL,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,BAL,TEX,AL,AL,False,False,False
2026-03-31_LAA@CHC,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,CHC,LAA,NL,AL,True,False,False
2026-03-31_PIT@CIN,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,CIN,PIT,NL,NL,False,False,False
2026-03-31_BOS@HOU,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,HOU,BOS,AL,AL,False,False,False
2026-03-31_CLE@LAD,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,LAD,CLE,NL,AL,True,False,False
2026-03-31_CHW@MIA,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,MIA,CHW,NL,AL,True,False,False
2026-03-31_TB@MIL,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,MIL,TB,NL,AL,True,False,False
2026-03-31_WSH@PHI,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,PHI,WSH,NL,NL,False,False,False
2026-03-31_SF@SD,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,SD,SF,NL,NL,False,False,False
2026-03-31_NYY@SEA,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,SEA,NYY,AL,AL,False,False,False
2026-03-31_NYM@STL,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,STL,NYM,NL,NL,False,False,False
2026-03-31_COL@TOR,S007_2026-03-31_MAIN,2026-03-31,Tuesday,main_slate,14,TOR,COL,AL,NL,True,False,False
2026-04-01_DET@ARI,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,ARI,DET,NL,AL,True,False,False
2026-04-01_ATH@ATL,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,ATL,ATH,NL,AL,True,False,False
2026-04-01_TEX@BAL,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,BAL,TEX,AL,AL,False,False,False
2026-04-01_LAA@CHC,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,CHC,LAA,NL,AL,True,False,False
2026-04-01_PIT@CIN,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,CIN,PIT,NL,NL,False,False,False
2026-04-01_BOS@HOU,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,HOU,BOS,AL,AL,False,False,False
2026-04-01_MIN@KC,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,KC,MIN,AL,AL,False,False,False
2026-04-01_CLE@LAD,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,LAD,CLE,NL,AL,True,False,False
2026-04-01_CHW@MIA,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,MIA,CHW,NL,AL,True,False,False
2026-04-01_TB@MIL,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,MIL,TB,NL,AL,True,False,False
2026-04-01_WSH@PHI,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,PHI,WSH,NL,NL,False,False,False
2026-04-01_SF@SD,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,SD,SF,NL,NL,False,False,False
2026-04-01_NYY@SEA,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,SEA,NYY,AL,AL,False,False,False
2026-04-01_NYM@STL,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,STL,NYM,NL,NL,False,False,False
2026-04-01_COL@TOR,S008_2026-04-01_MAIN,2026-04-01,Wednesday,main_slate,15,TOR,COL,AL,NL,True,False,False
2026-04-02_ATL@ARI,S009_2026-04-02_SMALL,2026-04-02,Thursday,small_slate,4,ARI,ATL,NL,NL,False,False,False
2026-04-02_TOR@CHW,S009_2026-04-02_SMALL,2026-04-02,Thursday,small_slate,4,CHW,TOR,AL,AL,False,False,False
2026-04-02_MIN@KC,S009_2026-04-02_SMALL,2026-04-02,Thursday,small_slate,4,KC,MIN,AL,AL,False,False,False
2026-04-02_NYM@SF,S009_2026-04-02_SMALL,2026-04-02,Thursday,small_slate,4,SF,NYM,NL,NL,False,False,False
2026-04-03_ATL@ARI,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,ARI,ATL,NL,NL,False,False,False
2026-04-03_HOU@ATH,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,ATH,HOU,AL,AL,False,False,False
2026-04-03_SD@BOS,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,BOS,SD,AL,NL,True,False,False
2026-04-03_CHC@CLE,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,CLE,CHC,AL,NL,True,False,False
2026-04-03_PHI@COL,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,COL,PHI,NL,NL,False,False,False
2026-04-03_STL@DET,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,DET,STL,AL,NL,True,False,False
2026-04-03_MIL@KC,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,KC,MIL,AL,NL,True,False,False
2026-04-03_SEA@LAA,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,LAA,SEA,AL,AL,False,False,False
2026-04-03_TB@MIN,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,MIN,TB,AL,AL,False,False,False
2026-04-03_MIA@NYY,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,NYY,MIA,AL,NL,True,False,False
2026-04-03_BAL@PIT,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,PIT,BAL,NL,AL,True,False,False
2026-04-03_NYM@SF,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,SF,NYM,NL,NL,False,False,False
2026-04-03_CIN@TEX,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,TEX,CIN,AL,NL,True,False,False
2026-04-03_LAD@WSH,S010_2026-04-03_MAIN,2026-04-03,Friday,main_slate,14,WSH,LAD,NL,NL,False,False,False
2026-04-04_ATL@ARI,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,ARI,ATL,NL,NL,False,False,False
2026-04-04_HOU@ATH,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,ATH,HOU,AL,AL,False,False,False
2026-04-04_SD@BOS,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,BOS,SD,AL,NL,True,False,False
2026-04-04_TOR@CHW,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,CHW,TOR,AL,AL,False,False,False
2026-04-04_CHC@CLE,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,CLE,CHC,AL,NL,True,False,False
2026-04-04_PHI@COL,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,COL,PHI,NL,NL,False,False,False
2026-04-04_STL@DET,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,DET,STL,AL,NL,True,False,False
2026-04-04_MIL@KC,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,KC,MIL,AL,NL,True,False,False
2026-04-04_SEA@LAA,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,LAA,SEA,AL,AL,False,False,False
2026-04-04_TB@MIN,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,MIN,TB,AL,AL,False,False,False
2026-04-04_MIA@NYY,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,NYY,MIA,AL,NL,True,False,False
2026-04-04_BAL@PIT,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,PIT,BAL,NL,AL,True,False,False
2026-04-04_NYM@SF,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,SF,NYM,NL,NL,False,False,False
2026-04-04_CIN@TEX,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,TEX,CIN,AL,NL,True,False,False
2026-04-04_LAD@WSH,S011_2026-04-04_MAIN,2026-04-04,Saturday,main_slate,15,WSH,LAD,NL,NL,False,False,False
2026-04-05_ATL@ARI,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,ARI,ATL,NL,NL,False,False,False
2026-04-05_HOU@ATH,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,ATH,HOU,AL,AL,False,False,False
2026-04-05_SD@BOS,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,BOS,SD,AL,NL,True,False,False
2026-04-05_TOR@CHW,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,CHW,TOR,AL,AL,False,False,False
2026-04-05_CHC@CLE,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,CLE,CHC,AL,NL,True,False,False
2026-04-05_PHI@COL,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,COL,PHI,NL,NL,False,False,False
2026-04-05_STL@DET,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,DET,STL,AL,NL,True,False,False
2026-04-05_MIL@KC,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,KC,MIL,AL,NL,True,False,False
2026-04-05_SEA@LAA,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,LAA,SEA,AL,AL,False,False,False
2026-04-05_TB@MIN,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,MIN,TB,AL,AL,False,False,False
2026-04-05_MIA@NYY,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,NYY,MIA,AL,NL,True,False,False
2026-04-05_BAL@PIT,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,PIT,BAL,NL,AL,True,False,False
2026-04-05_NYM@SF,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,SF,NYM,NL,NL,False,False,False
2026-04-05_CIN@TEX,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,TEX,CIN,AL,NL,True,False,False
2026-04-05_LAD@WSH,S012_2026-04-05_MAIN,2026-04-05,Sunday,main_slate,15,WSH,LAD,NL,NL,False,False,False
2026-04-06_MIL@BOS,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,BOS,MIL,AL,NL,True,False,False
2026-04-06_BAL@CHW,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,CHW,BAL,AL,AL,False,False,False
2026-04-06_KC@CLE,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,CLE,KC,AL,AL,False,False,False
2026-04-06_HOU@COL,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,COL,HOU,NL,AL,True,False,False
2026-04-06_ATL@LAA,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,LAA,ATL,AL,NL,True,False,False
2026-04-06_CIN@MIA,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,MIA,CIN,NL,NL,False,False,False
2026-04-06_DET@MIN,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,MIN,DET,AL,AL,False,False,False
2026-04-06_SD@PIT,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,PIT,SD,NL,NL,False,False,False
2026-04-06_PHI@SF,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,SF,PHI,NL,NL,False,False,False
2026-04-06_CHC@TB,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,TB,CHC,AL,NL,True,False,False
2026-04-06_SEA@TEX,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,TEX,SEA,AL,AL,False,False,False
2026-04-06_LAD@TOR,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,TOR,LAD,AL,NL,True,False,False
2026-04-06_STL@WSH,S013_2026-04-06_MAIN,2026-04-06,Monday,main_slate,13,WSH,STL,NL,NL,False,False,False
2026-04-07_MIL@BOS,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,BOS,MIL,AL,NL,True,False,False
2026-04-07_BAL@CHW,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,CHW,BAL,AL,AL,False,False,False
2026-04-07_KC@CLE,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,CLE,KC,AL,AL,False,False,False
2026-04-07_HOU@COL,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,COL,HOU,NL,AL,True,False,False
2026-04-07_ATL@LAA,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,LAA,ATL,AL,NL,True,False,False
2026-04-07_CIN@MIA,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,MIA,CIN,NL,NL,False,False,False
2026-04-07_DET@MIN,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,MIN,DET,AL,AL,False,False,False
2026-04-07_ARI@NYM,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,NYM,ARI,NL,NL,False,False,False
2026-04-07_ATH@NYY,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,NYY,ATH,AL,AL,False,False,False
2026-04-07_SD@PIT,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,PIT,SD,NL,NL,False,False,False
2026-04-07_PHI@SF,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,SF,PHI,NL,NL,False,False,False
2026-04-07_CHC@TB,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,TB,CHC,AL,NL,True,False,False
2026-04-07_SEA@TEX,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,TEX,SEA,AL,AL,False,False,False
2026-04-07_LAD@TOR,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,TOR,LAD,AL,NL,True,False,False
2026-04-07_STL@WSH,S014_2026-04-07_MAIN,2026-04-07,Tuesday,main_slate,15,WSH,STL,NL,NL,False,False,False
2026-04-08_MIL@BOS,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,BOS,MIL,AL,NL,True,False,False
2026-04-08_BAL@CHW,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,CHW,BAL,AL,AL,False,False,False
2026-04-08_KC@CLE,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,CLE,KC,AL,AL,False,False,False
2026-04-08_HOU@COL,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,COL,HOU,NL,AL,True,False,False
2026-04-08_ATL@LAA,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,LAA,ATL,AL,NL,True,False,False
2026-04-08_CIN@MIA,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,MIA,CIN,NL,NL,False,False,False
2026-04-08_DET@MIN,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,MIN,DET,AL,AL,False,False,False
2026-04-08_ARI@NYM,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,NYM,ARI,NL,NL,False,False,False
2026-04-08_ATH@NYY,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,NYY,ATH,AL,AL,False,False,False
2026-04-08_SD@PIT,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,PIT,SD,NL,NL,False,False,False
2026-04-08_PHI@SF,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,SF,PHI,NL,NL,False,False,False
2026-04-08_CHC@TB,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,TB,CHC,AL,NL,True,False,False
2026-04-08_SEA@TEX,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,TEX,SEA,AL,AL,False,False,False
2026-04-08_LAD@TOR,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,TOR,LAD,AL,NL,True,False,False
2026-04-08_STL@WSH,S015_2026-04-08_MAIN,2026-04-08,Wednesday,main_slate,15,WSH,STL,NL,NL,False,False,False
2026-04-09_CHW@KC,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,KC,CHW,AL,AL,False,False,False
2026-04-09_CIN@MIA,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,MIA,CIN,NL,NL,False,False,False
2026-04-09_DET@MIN,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,MIN,DET,AL,AL,False,False,False
2026-04-09_ARI@NYM,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,NYM,ARI,NL,NL,False,False,False
2026-04-09_ATH@NYY,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,NYY,ATH,AL,AL,False,False,False
2026-04-09_COL@SD,S016_2026-04-09_MAIN,2026-04-09,Thursday,main_slate,6,SD,COL,NL,NL,False,False,False
2026-04-10_CLE@ATL,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,ATL,CLE,NL,AL,True,False,False
2026-04-10_SF@BAL,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,BAL,SF,AL,NL,True,False,False
2026-04-10_PIT@CHC,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,CHC,PIT,NL,NL,False,False,False
2026-04-10_LAA@CIN,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,CIN,LAA,NL,AL,True,False,False
2026-04-10_MIA@DET,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,DET,MIA,AL,NL,True,False,False
2026-04-10_CHW@KC,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,KC,CHW,AL,AL,False,False,False
2026-04-10_TEX@LAD,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,LAD,TEX,NL,AL,True,False,False
2026-04-10_WSH@MIL,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,MIL,WSH,NL,NL,False,False,False
2026-04-10_ATH@NYM,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,NYM,ATH,NL,AL,True,False,False
2026-04-10_ARI@PHI,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,PHI,ARI,NL,NL,False,False,False
2026-04-10_COL@SD,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,SD,COL,NL,NL,False,False,False
2026-04-10_HOU@SEA,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,SEA,HOU,AL,AL,False,False,False
2026-04-10_BOS@STL,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,STL,BOS,NL,AL,True,False,False
2026-04-10_NYY@TB,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,TB,NYY,AL,AL,False,False,False
2026-04-10_MIN@TOR,S017_2026-04-10_MAIN,2026-04-10,Friday,main_slate,15,TOR,MIN,AL,AL,False,False,False
2026-04-11_CLE@ATL,S018_2026-04-11_MAIN,2026-04-11,Saturday,main_slate,15,ATL,CLE,NL,AL,True,False,False
