"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Turang, Brice",668930,"MIL","FF","4-Seam Fastball",0.3,3,"1018",36.8,"198","0.309","0.491","0.398",20.6,25.3,16.8,"0.269","0.456","0.368",59
"Nootbaar, Lars",663457,"STL","FF","4-Seam Fastball",0,0,"747",31.7,"196","0.28","0.393","0.345",10.6,14.3,16.1,"0.276","0.485","0.373",56.3
"Betts, Mookie",605141,"LAD","FF","4-Seam Fastball",1.6,13,"792",32.2,"196","0.327","0.5","0.409",7.4,6.1,7.6,"0.324","0.535","0.417",38.2
"Collins, Isaac",686555,"MIL","FF","4-Seam Fastball",-0.2,-2,"785",43.8,"195","0.244","0.3","0.335",21.6,18.5,16.2,"0.233","0.322","0.319",35.7
"Vargas, Miguel",678246,"CWS","FF","4-Seam Fastball",-0.6,-5,"856",36.8,"193","0.211","0.416","0.325",21.8,19.2,14.8,"0.205","0.387","0.312",44.2
"Swanson, Dansby",621020,"CHC","FF","4-Seam Fastball",-1.5,-10,"636",25.2,"192","0.233","0.409","0.301",30.4,29.2,28.1,"0.284","0.541","0.372",62.1
"Tatis Jr., Fernando",665487,"SD","FF","4-Seam Fastball",1.1,8,"744",28.2,"192","0.317","0.545","0.413",20.6,15.6,16.3,"0.285","0.565","0.403",61.6
"Perez, Salvador",521692,"KC","FF","4-Seam Fastball",-0.1,0,"642",28.3,"191","0.237","0.445","0.328",26.1,23,22.6,"0.271","0.575","0.386",51.9
"Schanuel, Nolan",694384,"LAA","FF","4-Seam Fastball",0.6,4,"759",35.3,"191","0.288","0.429","0.377",10.6,9.4,10.1,"0.251","0.363","0.339",31.4
"Suárez, Eugenio",553993,"SEA","FF","4-Seam Fastball",0.2,1,"817",31.4,"191","0.22","0.494","0.344",29.1,27.2,20.5,"0.231","0.5","0.352",56.8
"Polanco, Jorge",593871,"SEA","FF","4-Seam Fastball",0.5,3,"605",29.9,"190","0.256","0.5","0.351",11.1,8.9,9.9,"0.287","0.533","0.377",51.3
"Volpe, Anthony",683011,"NYY","FF","4-Seam Fastball",-0.5,-4,"764",31.9,"190","0.206","0.388","0.301",29.2,27.4,20.7,"0.208","0.429","0.322",56
"Henderson, Gunnar",683002,"BAL","FF","4-Seam Fastball",0.9,7,"757",30.2,"190","0.327","0.53","0.409",22.8,18.4,16.7,"0.322","0.495","0.392",64.2
"Reynolds, Bryan",668804,"PIT","FF","4-Seam Fastball",-0.2,-2,"770",29.3,"190","0.275","0.444","0.343",18.8,23.2,18,"0.313","0.559","0.399",58.6
"Witt Jr., Bobby",677951,"KC","FF","4-Seam Fastball",0.5,4,"835",33.3,"189","0.287","0.529","0.375",25,25.4,17.8,"0.284","0.543","0.375",61.4
"Busch, Michael",683737,"CHC","FF","4-Seam Fastball",1.9,14,"731",31.5,"189","0.273","0.605","0.401",13.7,23.8,19.6,"0.28","0.647","0.414",57.5
"Contreras, William",661388,"MIL","FF","4-Seam Fastball",0.3,3,"813",31.8,"189","0.242","0.379","0.369",20.4,22.2,17.5,"0.248","0.414","0.362",54.1
"Pages, Andy",681624,"LAD","FF","4-Seam Fastball",0.3,2,"723",30.6,"189","0.276","0.476","0.357",19.1,25.9,20.3,"0.269","0.488","0.356",40.7
"Yelich, Christian",592885,"MIL","FF","4-Seam Fastball",0.8,6,"854",32.8,"189","0.288","0.479","0.384",21.8,19.6,14.6,"0.28","0.517","0.388",53.2
"Santana, Carlos",467793,"CHC","FF","4-Seam Fastball",-0.8,-5,"613",31,"188","0.234","0.333","0.293",16.2,12.8,14.3,"0.227","0.379","0.294",34.5
"Rooker, Brent",667670,"ATH","FF","4-Seam Fastball",0.9,6,"697",27.1,"188","0.251","0.485","0.355",20.9,23.4,20.7,"0.266","0.545","0.377",52.4
"Ward, Taylor",621493,"LAA","FF","4-Seam Fastball",1.1,9,"791",28.4,"188","0.245","0.516","0.378",22.5,26.6,19.5,"0.261","0.589","0.404",60
"Alonso, Pete",624413,"NYM","FF","4-Seam Fastball",1.2,10,"777",27.7,"187","0.269","0.623","0.395",27.9,30.5,21.4,"0.252","0.647","0.399",70.8
"McMahon, Ryan",641857,"NYY","FF","4-Seam Fastball",0.7,6,"921",36.9,"187","0.261","0.49","0.372",25.7,23,14.4,"0.278","0.57","0.408",57.8
"Hoerner, Nico",663538,"CHC","FF","4-Seam Fastball",0.9,6,"677",29.4,"186","0.358","0.455","0.386",4.7,5.4,5.6,"0.314","0.43","0.355",39.9
"Machado, Manny",592518,"SD","FF","4-Seam Fastball",-0.1,0,"837",31.6,"186","0.228","0.475","0.348",26.9,24.7,16.1,"0.259","0.557","0.391",64.9
"Ramos, Heliot",671218,"SF","FF","4-Seam Fastball",-0.5,-4,"901",34,"185","0.231","0.362","0.312",28.9,31.9,20.9,"0.227","0.382","0.316",57.8
"Abrams, CJ",682928,"WSH","FF","4-Seam Fastball",-0.1,-1,"757",32.6,"184","0.261","0.436","0.349",19.7,13.6,13.6,"0.26","0.424","0.334",43.6
"Gurriel Jr., Lourdes",666971,"AZ","FF","4-Seam Fastball",-0.3,-2,"673",33.8,"184","0.253","0.438","0.333",11,10.3,10.7,"0.246","0.435","0.326",42.9
"Walker, Christian",572233,"HOU","FF","4-Seam Fastball",-0.3,-3,"839",33.4,"183","0.218","0.43","0.316",29,31.7,19.5,"0.213","0.462","0.324",50.5
"Adell, Jo",666176,"LAA","FF","4-Seam Fastball",0.6,4,"670",30.2,"183","0.24","0.491","0.338",23.7,27.9,20.5,"0.273","0.573","0.381",52.1
"Holliday, Jackson",702616,"BAL","FF","4-Seam Fastball",-0.9,-8,"821",33.7,"182","0.22","0.333","0.302",21.4,22,18,"0.256","0.464","0.355",51.3
"Smith, Josh",669701,"TEX","FF","4-Seam Fastball",-0.1,-1,"831",36.4,"182","0.296","0.388","0.37",14.6,14.3,10.1,"0.263","0.393","0.344",30.5
"Bogaerts, Xander",593428,"SD","FF","4-Seam Fastball",-1.6,-9,"579",27.6,"181","0.229","0.318","0.287",13.7,11.6,15.7,"0.287","0.472","0.365",47.9
"Soto, Juan",665742,"NYM","FF","4-Seam Fastball",2.3,17,"754",25.4,"180","0.277","0.642","0.461",18.2,13.9,12.2,"0.323","0.772","0.509",72.8
"Garcia, Maikel",672580,"KC","FF","4-Seam Fastball",-0.2,-2,"742",29.5,"179","0.276","0.401","0.347",15.1,21.2,18,"0.273","0.44","0.356",55.6
"Ramírez, José",608070,"CLE","FF","4-Seam Fastball",1.6,11,"728",27.3,"178","0.304","0.559","0.396",11.1,9.6,8.3,"0.294","0.493","0.363",37.4
"Langford, Wyatt",694671,"TEX","FF","4-Seam Fastball",1.2,9,"732",31.3,"178","0.248","0.523","0.381",21.4,22.5,16,"0.243","0.56","0.391",52.7
"Doyle, Brenton",686668,"COL","FF","4-Seam Fastball",-0.6,-4,"668",34.1,"176","0.221","0.399","0.303",29.2,30.7,25,"0.217","0.43","0.299",57.7
"Steer, Spencer",668715,"CIN","FF","4-Seam Fastball",-0.1,-1,"793",34.3,"176","0.234","0.396","0.323",23.1,25.6,17.5,"0.211","0.384","0.307",41.3
"Crow-Armstrong, Pete",691718,"CHC","FF","4-Seam Fastball",-0.5,-4,"737",31.9,"176","0.18","0.422","0.276",32.4,34.7,23.6,"0.214","0.515","0.324",53.8
"Chapman, Matt",656305,"SF","FF","4-Seam Fastball",0.6,5,"820",37.1,"175","0.237","0.453","0.378",24.7,22.3,16,"0.252","0.429","0.368",43.1
"Marte, Ketel",606466,"AZ","FF","4-Seam Fastball",1.1,7,"654",31.2,"175","0.297","0.52","0.403",16.9,9.7,11.1,"0.306","0.626","0.436",49.2
"Torkelson, Spencer",679529,"DET","FF","4-Seam Fastball",1.6,10,"639",24.3,"175","0.286","0.558","0.403",18.3,18.9,15.7,"0.276","0.62","0.42",59.5
"McCutchen, Andrew",457705,"PIT","FF","4-Seam Fastball",-1.4,-9,"647",28.5,"174","0.195","0.364","0.291",19.7,16.7,15.6,"0.266","0.476","0.355",52.4
"Manzardo, Kyle",700932,"CLE","FF","4-Seam Fastball",0.8,5,"673",33.4,"173","0.252","0.477","0.355",26.3,27.2,21,"0.221","0.468","0.334",42.5
"Rengifo, Luis",650859,"LAA","FF","4-Seam Fastball",-0.3,-2,"658",32.8,"173","0.261","0.399","0.324",17.6,15,12.7,"0.285","0.43","0.344",35.1
"McKinstry, Zach",656716,"DET","FF","4-Seam Fastball",-0.1,-1,"736",36.2,"173","0.27","0.461","0.354",18.1,17.9,14,"0.269","0.407","0.339",39.3
"McNeil, Jeff",643446,"NYM","FF","4-Seam Fastball",0.8,4,"552",32.1,"172","0.283","0.513","0.38",11.6,11.6,11.3,"0.287","0.436","0.345",34.8
"Semien, Marcus",543760,"TEX","FF","4-Seam Fastball",-0.8,-5,"580",28,"172","0.231","0.391","0.313",17.4,12.2,12.5,"0.235","0.411","0.312",36
"O'Hearn, Ryan",656811,"SD","FF","4-Seam Fastball",0.7,5,"685",31.7,"172","0.288","0.503","0.389",17.9,16.3,14.1,"0.31","0.543","0.397",49.2
"Rodríguez, Julio",677594,"SEA","FF","4-Seam Fastball",1.8,12,"684",27.4,"172","0.245","0.49","0.381",28.9,30.8,19.9,"0.277","0.542","0.382",70
"Contreras, Willson",575929,"STL","FF","4-Seam Fastball",1.4,9,"673",31.2,"171","0.259","0.496","0.394",25.7,29.2,23,"0.277","0.598","0.427",60.2
"Conforto, Michael",624424,"LAD","FF","4-Seam Fastball",0.7,5,"720",35.1,"171","0.257","0.458","0.366",21.9,19.9,16,"0.293","0.537","0.407",52.7
"Suzuki, Seiya",673548,"CHC","FF","4-Seam Fastball",0.6,4,"761",27.9,"171","0.228","0.476","0.348",21.5,25.1,16.1,"0.281","0.58","0.405",57.7
"Lee, Brooks",686797,"MIN","FF","4-Seam Fastball",1.5,8,"552",27.5,"171","0.301","0.551","0.394",18,17.5,19.4,"0.258","0.484","0.343",49.2
"Turner, Trea",607208,"PHI","FF","4-Seam Fastball",0.5,4,"676",28.1,"170","0.333","0.503","0.396",17.8,16.5,14.7,"0.284","0.461","0.352",49.2
"Flores, Wilmer",527038,"SF","FF","4-Seam Fastball",0.2,1,"610",31.8,"170","0.268","0.458","0.35",13.5,12.4,10.9,"0.227","0.38","0.299",30.1
"Jones, Nolan",666134,"CLE","FF","4-Seam Fastball",-1,-7,"699",41.2,"169","0.208","0.319","0.288",23,24.9,19.4,"0.25","0.446","0.347",51.4
"Sheets, Gavin",657757,"SD","FF","4-Seam Fastball",-0.5,-3,"633",27.8,"169","0.25","0.421","0.34",19.7,23.1,21.1,"0.247","0.431","0.328",48.2
"Clemens, Kody",665019,"MIN","FF","4-Seam Fastball",-2.5,-16,"627",41,"168","0.158","0.289","0.235",24.3,28,25.1,"0.206","0.413","0.298",50
"Wilson, Jacob",805779,"ATH","SI","Sinker",-1,-5,"520",30,"168","0.289","0.39","0.325",4,5.4,11.4,"0.249","0.313","0.266",34.4
"Burleson, Alec",676475,"STL","FF","4-Seam Fastball",0.8,4,"581",30.1,"168","0.286","0.487","0.357",17,14.3,16.1,"0.287","0.546","0.382",48.1
"Baty, Brett",683146,"NYM","FF","4-Seam Fastball",0.3,2,"661",37.7,"167","0.236","0.432","0.342",28.5,25.7,21.2,"0.267","0.512","0.371",57.1
"Guerrero Jr., Vladimir",665489,"TOR","FF","4-Seam Fastball",1.6,11,"678",27.1,"167","0.314","0.547","0.428",18.9,14.4,13.9,"0.329","0.56","0.432",55.3
"Heim, Jonah",641680,"TEX","FF","4-Seam Fastball",-1.7,-12,"709",41.6,"166","0.217","0.283","0.268",27.2,23.5,19.7,"0.225","0.334","0.275",32.5
"Rooker, Brent",667670,"ATH","SI","Sinker",-0.8,-4,"498",19.3,"166","0.292","0.396","0.334",10.7,9.6,19,"0.313","0.439","0.35",40.6
"Stowers, Kyle",669065,"MIA","FF","4-Seam Fastball",1.1,7,"639",37.3,"165","0.266","0.538","0.384",33,30.3,27.6,"0.263","0.546","0.383",50.5
"Rafaela, Ceddanne",678882,"BOS","FF","4-Seam Fastball",0.1,1,"642",30.2,"165","0.252","0.463","0.347",25.7,27.3,19.7,"0.225","0.434","0.321",48.5
"Castro, Willi",650489,"CHC","FF","4-Seam Fastball",0.4,3,"769",44.3,"165","0.184","0.353","0.307",24.2,28.5,19.7,"0.204","0.37","0.321",40
"Beck, Jordan",687597,"COL","FF","4-Seam Fastball",1.3,9,"681",29.2,"165","0.292","0.521","0.39",27.6,30.3,22.3,"0.277","0.526","0.384",59.6
"Mullins, Cedric",656775,"NYM","FF","4-Seam Fastball",-0.1,-1,"744",35.4,"164","0.241","0.49","0.342",23.4,23.8,16.3,"0.185","0.33","0.264",37.6
"Buxton, Byron",621439,"MIN","FF","4-Seam Fastball",0.7,4,"583",28.7,"164","0.268","0.57","0.38",24.1,26.2,24.4,"0.245","0.547","0.361",64.8
"Springer, George",543807,"TOR","FF","4-Seam Fastball",2.5,16,"627",27.2,"164","0.307","0.671","0.454",23.4,18.3,14.5,"0.311","0.746","0.477",54.5
"Chisholm Jr., Jazz",665862,"NYY","FF","4-Seam Fastball",0.2,1,"597",27.9,"163","0.236","0.486","0.355",29,29.4,27,"0.229","0.53","0.366",53.8
"Bohm, Alec",664761,"PHI","FF","4-Seam Fastball",0.3,2,"566",31.4,"163","0.322","0.409","0.354",11.1,19,18.2,"0.291","0.421","0.339",47.9
"Naylor, Josh",647304,"SEA","FF","4-Seam Fastball",1.5,8,"523",26,"163","0.326","0.5","0.398",14.7,6.7,8.3,"0.299","0.473","0.372",44.8
"Winn, Masyn",691026,"STL","FF","4-Seam Fastball",0.1,1,"769",34.1,"163","0.245","0.374","0.324",18.3,17.2,12,"0.239","0.382","0.323",40.7
"Harris II, Michael",671739,"ATL","FF","4-Seam Fastball",-0.7,-4,"594",27.3,"163","0.24","0.442","0.314",17.1,19,18.7,"0.305","0.562","0.376",54.4
"Rice, Ben",700250,"NYY","FF","4-Seam Fastball",0.1,0,"564",27.6,"162","0.257","0.486","0.357",11.5,16,17.8,"0.306","0.659","0.436",70.3
"Barger, Addison",680718,"TOR","FF","4-Seam Fastball",-0.7,-4,"633",32.4,"161","0.215","0.382","0.306",21.2,23.6,16.9,"0.241","0.424","0.326",45.3
"Rodríguez, Julio",677594,"SEA","SI","Sinker",1.6,7,"443",17.7,"161","0.368","0.526","0.414",10.8,8.7,18.7,"0.327","0.458","0.36",48.6
"Meidroth, Chase",805367,"CWS","FF","4-Seam Fastball",-0.2,-2,"671",32.6,"160","0.301","0.382","0.364",7.5,10.6,10.2,"0.266","0.384","0.34",43.3
"Wagaman, Eric",676572,"MIA","FF","4-Seam Fastball",-0.3,-2,"574",29.4,"160","0.257","0.429","0.335",18.9,18.8,18.5,"0.286","0.514","0.373",52.6
"Abreu, Wilyer",677800,"BOS","FF","4-Seam Fastball",-0.3,-2,"693",43.3,"160","0.188","0.428","0.304",23,26.3,18.6,"0.186","0.427","0.309",45.5
"Bell, Josh",605137,"WSH","FF","4-Seam Fastball",0.9,5,"627",29.8,"159","0.25","0.536","0.389",16.8,11.9,10.7,"0.296","0.637","0.428",61.2
"Correa, Carlos",621043,"HOU","SI","Sinker",-1.2,-6,"520",22.5,"159","0.277","0.385","0.318",12.3,13.8,18,"0.29","0.434","0.336",49.6
"Chourio, Jackson",694192,"MIL","FF","4-Seam Fastball",-0.8,-6,"663",31.5,"159","0.254","0.394","0.325",22.4,23.9,18.8,"0.224","0.383","0.303",48.6
"Judge, Aaron",592450,"NYY","FF","4-Seam Fastball",3.8,26,"677",25.7,"159","0.336","0.847","0.519",28.7,28.3,21.6,"0.302","0.853","0.505",72
"Keith, Colt",690993,"DET","FF","4-Seam Fastball",0.1,1,"583",31.9,"159","0.282","0.493","0.36",12.4,19.5,20.8,"0.294","0.557","0.393",61.1
"Donovan, Brendan",680977,"STL","FF","4-Seam Fastball",1.4,9,"623",32.4,"159","0.36","0.537","0.433",8.5,8.8,9.7,"0.296","0.494","0.388",39.3
"Correa, Carlos",621043,"HOU","FF","4-Seam Fastball",0.8,5,"638",27.6,"158","0.297","0.478","0.387",15.5,21.5,16.7,"0.277","0.447","0.359",51.9
"Durbin, Caleb",702332,"MIL","FF","4-Seam Fastball",-0.7,-4,"554",30.2,"158","0.236","0.4","0.313",6,5.7,6.6,"0.261","0.407","0.322",31.3
"Lux, Gavin",666158,"CIN","FF","4-Seam Fastball",0.9,6,"633",30.9,"157","0.353","0.515","0.419",16.8,19.7,15.4,"0.272","0.379","0.334",44.3
"Merrill, Jackson",701538,"SD","FF","4-Seam Fastball",1.2,7,"591",34.7,"156","0.268","0.514","0.364",27.3,23.7,20.8,"0.268","0.56","0.388",54.4
"Bader, Harrison",664056,"PHI","FF","4-Seam Fastball",-0.3,-2,"625",32.2,"156","0.231","0.381","0.325",24.6,31.4,25.3,"0.198","0.338","0.293",54.7
"Hoerner, Nico",663538,"CHC","SI","Sinker",-1,-5,"483",21,"155","0.301","0.343","0.331",2.7,5.2,9.5,"0.317","0.399","0.342",38.5
"Lukes, Nathan",664770,"TOR","FF","4-Seam Fastball",0.7,5,"661",39.8,"154","0.287","0.457","0.359",12.9,11,9.1,"0.276","0.379","0.339",37.9
"Bailey, Patrick",672275,"SF","FF","4-Seam Fastball",-0.7,-5,"657",38.1,"154","0.242","0.364","0.314",21.6,28.6,24,"0.207","0.331","0.283",45.2
"Alonso, Pete",624413,"NYM","SI","Sinker",1.9,11,"593",21.1,"154","0.36","0.574","0.431",14.6,9.7,12.8,"0.328","0.591","0.421",45.1
"Goodman, Hunter",696100,"COL","FF","4-Seam Fastball",1,6,"619",28.8,"154","0.246","0.5","0.356",28.3,29.2,21.6,"0.245","0.571","0.367",55.7
"Moniak, Mickey",666160,"COL","FF","4-Seam Fastball",1.7,10,"575",36,"153","0.306","0.597","0.395",26.3,24.2,23.6,"0.262","0.524","0.348",53.7
"Altuve, Jose",514888,"HOU","FF","4-Seam Fastball",2.5,13,"525",22.7,"153","0.328","0.649","0.439",17.2,15,15.1,"0.267","0.545","0.38",44.2
"Narváez, Carlos",665966,"BOS","FF","4-Seam Fastball",0,0,"641",35.1,"152","0.239","0.455","0.341",29,30.3,20.7,"0.216","0.409","0.315",54.5
"Kepler, Max",596146,"PHI","FF","4-Seam Fastball",0.3,2,"626",34.3,"152","0.22","0.472","0.353",16,16.4,13.7,"0.259","0.588","0.406",53.4
"Castellanos, Nick",592206,"PHI","FF","4-Seam Fastball",-0.8,-4,"572",26.4,"152","0.246","0.38","0.298",25,30.3,24.5,"0.237","0.448","0.315",50
"Bregman, Alex",608324,"BOS","FF","4-Seam Fastball",1.2,6,"554",28.5,"152","0.289","0.504","0.373",9.3,10.5,10.1,"0.28","0.508","0.372",54.2
"Caminero, Junior",691406,"TB","SI","Sinker",0.3,2,"561",22.5,"152","0.293","0.529","0.391",13.7,13.8,22.8,"0.27","0.48","0.348",58.8
"Martínez, Angel",682657,"CLE","FF","4-Seam Fastball",-0.8,-5,"617",34.3,"151","0.25","0.36","0.312",19.4,15.2,12.8,"0.257","0.377","0.305",35.3
"Horwitz, Spencer",687462,"PIT","FF","4-Seam Fastball",0.6,4,"621",36.6,"151","0.296","0.44","0.386",11.9,9.9,8,"0.269","0.411","0.361",40
"Simpson, Chandler",802415,"TB","FF","4-Seam Fastball",-0.2,-1,"550",36.3,"151","0.312","0.384","0.333",5.1,4.6,5.4,"0.331","0.385","0.345",21.1
"Wallner, Matt",670242,"MIN","FF","4-Seam Fastball",0.1,1,"618",39.7,"151","0.198","0.427","0.316",34,29.1,22.7,"0.219","0.471","0.339",50
"Díaz, Yandy",650490,"TB","SI","Sinker",0.4,2,"623",24.7,"151","0.316","0.466","0.386",14.8,8.6,11.9,"0.301","0.475","0.377",49.2
"Lowe, Brandon",664040,"TB","FF","4-Seam Fastball",2,13,"640",29.9,"151","0.275","0.557","0.403",30.9,29.1,21.5,"0.235","0.519","0.366",59.1
"Benintendi, Andrew",643217,"CWS","FF","4-Seam Fastball",0.7,4,"548",31.8,"150","0.226","0.466","0.344",22.5,17.3,20,"0.218","0.474","0.336",44.4
"Langeliers, Shea",669127,"ATH","FF","4-Seam Fastball",0.5,3,"633",32.9,"150","0.241","0.571","0.378",24.8,27.3,18.6,"0.243","0.512","0.36",52.2
"Marsh, Brandon",669016,"PHI","FF","4-Seam Fastball",-0.5,-3,"608",36.7,"150","0.238","0.354","0.318",20.7,29.3,23.2,"0.23","0.371","0.313",47.1
